prompt,completion
hes got a point you are all farts and no shit To big is not hot lol haha you fool 10 years ago my Ass i only dream number 4 and 1 hahaha your a fool lol high carbon steel i think why i have this,Safe/Neutral
Yesterday it s 301 THIS IS AWESOMEEE Amacam Najib ada goyang ka Ini baru ler polis sentri one two jaga yg real She s making a joke I favourited this D Bitch please Jerawat batu kotor Tak lawak lah bodoh Seriously thanks for the information She s like Christina Perri oo 2 30 i start to move like crap Guna windows apa ek 3 05 Harry Potter,Attacking Behavior
I think Rosie is just so cute and shy Sophia can sing but she just keeps on screaming I watched this vido accidentaly and i was so amazed i myself am an adele fan but u sing just as well as her keep it up,Safe/Neutral
love 0 33 funniest thing x Hippos do like floating in jelly Love this x now i say meh after everything x this never gets old x This is hilarious hahahhaaa x to all the haters go get a life and stop putting harsh comments about this video its just a bit of fun and this is an amazzzzzzzing song x LOVE THIS 3 this made me laugth ahhaaa nice shoe x,Safe/Neutral
DaBoki Whats your most embarrassing experience Daboki What would your daily life be like if you were an archer,Safe/Neutral
butch faggots theres no swearing fucking bull shit get a life find some friends girls not funny at all i walk behind him D this guys voice if annoying af great job bro,Attacking Behavior
I would be like i love you justin say hi to jerry from me im he s biggest fan She has feelings to lol wtd dude 0 19 is that a boner I see Its named Happy new year I love Justin to he is a amazing person U have an voice of an angel The song is written by a perfect singer song by a perfect band,Safe/Neutral
i only want biggestAriGfan me to be my account i dont want a back up account or a poser account im sorry but i just want my account biggestAriGfan perfect haaha HATERS BRING ME TO THE TOP OF THE CHARTS,Safe/Neutral
Hahaha Best intro ever WELCOME BACK KYLE MERRY CHRISTMAS AND HAPPY HOLLIDAYS EVERYONE smoking the guy smokes like a smoke stack jeeeeeezuss really good sound damn 9k views good job glassjawdefeaterconverge,Safe/Neutral
hey guys have you seen my latest video if you havent here you goremember to likecomment and sub D just done the footage for call of duty 4 review but that will be for tomorrow hey guys do you want to talk to me then add me on liveprofile LP0F41CX,Safe/Neutral
watch feature player_embeddedv _dpJuFZLRfQBn ny b chn nhc ri Bn gc n ging Minzy cng hay lm ht th ny mi l ht ch 3 hi u thy c a g tn Jason m sao gi k thy na nh no t ngh y ch l 1 v kch thi mi ng lm g gh vy v b chnh l con ln hc mt vo ci ng cm yng ta vn thng ni l ngu nh ln m Hoa Mu n hay lm tit mc xut sc nht lun37 40 ght ci m Thy Hnh hi v duyn v l cc con n t nhm mi m hoa mu n th hon cnh ca cc con nh th no Jennie Kim again What about the others Wanna be Spice Girls Cho mnh hi ai rap bi ny th,Safe/Neutral
By the way it s jackshmack101 Great,Safe/Neutral
HAHAHAHA YES IVE BEEN WAITING FOR YOU TO PLAY THIS wrong person he said in the last couple of episodes it was a mod Omg You are like exactly me L I m in England I have an even less chance of seeing them live TEENS REACT TO WOOL BY UBERHAXORNOVA YOU FUCKING CUNT Oh my god I want to stab you in the eye for using the phrase rustled my jimmies and calling Lil Wayne a genius in the same sentence _,Attacking Behavior
and im a fucking fat bitch okayy fucking get you with ya finger n ya face expressions bbz lol you try to hard screechers or what what what you are amazing your one of the crappest mick take ever she doesnt just keep saying F k silly cow your poo,Attacking Behavior
Canadian Rednecks more lemon pledge LOL ACT A FOOL WHO ARE THESE PEOPLE LOL Too all the crybaby s NO HQ OMG I M OUTRAGED It s HQ in my mind Berry in the beginning just witnessed something beautiful,Safe/Neutral
je moeder zwerver4ever rsn Rsn Zerk i am now followng you p Netjes Man ik ben vG_TeQz claw 3 Subbed liked Rsn Rsn Zerk I want them so much i didnt earn the auths liked en geabboneerd Liked Psn vG_TeQz liked nice subbed code OMG NICE ON 4 00 its a orgasm,Safe/Neutral
no way iu s too good x thanks whoa your sister is really good at rapping and you re really good at singing,Safe/Neutral
like ur videos enter me zankye do u like string launchers or ripcord launchers better childish and gey worst video enter me enter me please daaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaam help the poor little girl DAM another JB i got 8 87 and im only 10 my best 8 87 RON PAUL 2012 thats because 2 ppl were playing next video should have halo 4 cortana looks scary in this video graphics look more real,Safe/Neutral
Tell it like it is Chris you are amazing I that I knew what B A P was saying They all look really hot and their singing rapping is amazing,Safe/Neutral
I LOVE THIS SONG lol is this girl or guys wow buddylol SHES A HATRED SMFH why shit beatin both lol,Safe/Neutral
u should make a video and try to do one of any of the glitch and see wat round u can last to 47,Safe/Neutral
Awe Usually I Don t Like Spanish Songs Pero Esta Cancin Me Cambi La Mente Whenever I Listen To This Song I Was Start Crying Lol This Made Me Crack Up So Much Lol 2 41 Fuck You Bitch Ha Love This My New Favourite Of Theirs,Emotional Distress
Haha Um Sorry to alarm you but there is a Miyazaki robot on your head Was that you screeching at your sister and being stupid or singing I think a Lol so funny This is quite dumb This is very dumb Cool Haha cool Wow Haha Awesome Oh my god that s amazing D Cool That was cool Awesome But good choice 4 1st I have to say though Cute It was sort of easy really At the gaba GABA nononono Kool kows What the I got as far as the dollar one and I was lost Dollar one please help Lol I love these,Attacking Behavior
and we dumpin out the roof THUF THUF THUF THUF THUF HOOK ME UP WITH THOSE THREADS i dont think ASAP rocky was even with these niggas when they made the video lol theres not a single scene where hes with any of em THIS WOULD BE IN9TENSE LIVE people pay money for this shit lol who is these ratchet ass niggas i dont ever recall asap rocky gettin on this beat im gonna get on it tho YUUCCKH 2chainz nope terrible,Attacking Behavior
follow us on Twitcher thru Eyephone Just amazing DD in best traditions of 80s Fur haters must wearing latex Brilliant 76 2 01 2 15 Supafly Inc Get Down Tonight Soulmakers 7 Remix SNES and SEGA MD chronicles are also needed chinese quality at all even in mainland,Safe/Neutral
Call Marley the corgi for Ludo This was better than bestfriends witch is the second best track from now on Let s make walling famous Forrest Gump vs Lance Armstrong,Safe/Neutral
Ign theycallme_epicKit cultivator I personally think there should be both a 2010 and 2006 version if they do release this Thanks i say add both and you can pay for one or the other or both Challenge backwards mode Hit f5 twice and keep it there Yes You should play ghostcraft I say we should have both 06 and 12 you were soo close to 200 Ign theycallme_epicKit Thor Are you going to suomi s 5bil party This is very good it s towny,Safe/Neutral
Glee suck TLC is the best 7 trainees Ti v 9 con nh my nh ln ngi ta nobody chear for them fuck you bitch jennie is still better than you Snow white is not BLACK I will support Jennie Kim and YG new girl group No matter what stupid hater says about her LOL I hope this flop stop copy GD The bitch of Beast copy my GD,Attacking Behavior
lol k o o OH MY GOD REALLY Woah o o Uploader vs uploader lol i can tell you love it from your name I LLLLLLLLOOOOOOOOOVVVVVVVEEEEEEEEE the pic Lol i love Neko she s funny and extra in her covers 3 K lol Thanks o o 3,Safe/Neutral
You would probably have to have a serperate ban list are you fucking kidding That s literally the point of the video,Attacking Behavior
Gilbert doesn t even need good jokes He s like an infant His energy makes his bad jokes hilarious Love the Teller impression,Safe/Neutral
I cried so hard Its so emotional While i was watching and crying ALOT my dad looked at me like i was a freak he said what in the world happened then i said dont talk to me and i kept crying GREAT MOVIE 7 21 boring boring haha loved it I m gonna be honest there are a lot of unique voices out there but if you search for a million years you wont find a voice as delicate and gorgious as this one It s beautiful Thanks it means alot i have to admit that was really funny,Emotional Distress
mrRza2212 bytch fuc u fuc rong wit yo real dum ass u beta tke yo dirty ass wea u came 4rm lil hoe sitin around arguen wit a gurl go find a boy 2 try n dnt try2 date dem bytch F A C E S LesterThrush thnx im wrkin on dis case rite nw n truth b tld zimmerm,Safe/Neutral
Lol your funny superShea Lmao word Papi pelea thisis My shizzzz,Safe/Neutral
I SAW WORSE BUT SHE S HORRIBLE UR NOT THAT BAD i from marac and i love this song yes now spanish town mama a go beat yuh with the dodo stick lmao she kinda look like jasmine v,Safe/Neutral
He said noww Hey yall listen toSACK FULL OF LOUD Lol love dem Damn beiber look like sum asian guy beat ya lol Rip man Theres gonns be 100000 parodys Aye man this good,Safe/Neutral
I have ohgd obsessive hunger games disorder I just died again D every time I watch it and no he does not look like or sound like Justin bieber Bieber could never top that So many words describe Ryan Beatty please marry me D Lucky girl lucky lucky girl,Safe/Neutral
broche hayes looks like schoolboyqlol,Safe/Neutral
SP Im up loading a vid right now,Safe/Neutral
2nd I like this song and dance but the video makes me what to throw up its sooo disturbing ahh im scared imma have nightmares tonight Can you play as a teacher I cannot see selena gomez being in this wanna see how it goes but i dont feel that she would be good in this movie,Safe/Neutral
