prompt,completion
I am sorry that you feel this way I am not trying to be a vandal I am just interested in trying to make it known that Muslims are not good people I am sorry that you feel this way but i am allowed to freely express my opinions on my user page Thank you that is all,Attacking Behavior
You have stated your case on the talk page It was not by the majority of the editors of this page considered to be much more than an unconvincing vindication of trolling Therefore the page was reverted and will be reverted ad infinitum until someone comes up with new information or better elucidation of the already discussed themes For the time being you re just one among many Serbian trolls Pity only 6 10 Serbian users are definitely not Greater Serbian propagandist sickos but as Ned Kelly had said sich is life,Attacking Behavior
go to hell you gestapo,Attacking Behavior
Gestapo Alert Naconkantari Dirty Jap and ESkog Dirty Muslim are trying to censor my personal beliefs and my factual additons to pages They are accusing me of vandalism which is unjust I cannot stnad this intolerance any longer Thank you Howard for your time and advice Long live the Sino Christian Friendship,Attacking Behavior
Makes me want to vomit The way they re hand holding SPUI especially after the way they treated me yourself and Gateman Especially how I was permbanned even though truth and evidence were on my side I m starting to wonder if this project is anything but a who knows who club I could get 50 000 edits pretty quick too making the type of crap redirect edits he does,Attacking Behavior
Sophia your comments are quite inaccurate Bakewell Tart did leave a message on Rob s page but only because Rob is using the conventions about talk pages and user pages to make personal attacks on other editors He has been asked to remove these politely but just deletes the requests So to refer to this as sarcasm is a bit misleading Don t you think that it was quite reasonable to refute an inaccurate statement placed with the sole intention of causing offence,Attacking Behavior
I think KFCazure is a 13 your old probably because he is calling me somone a hell of a lot higher than him in the GTA Comminity that I am a 13 year old,Attacking Behavior
Stop changing Larxene s title It is directly from the Proof of Existence room in the World That Never Was If you have an issue with it take it up with the translators,Attacking Behavior
i am completely sensitive about animal abuses Why do you think a beheading is more harmless than animal cruelty,Attacking Behavior
Connections to Jason Gastrich Welcome Just so you know you voted in a controversial AfD that has recently been hit with a parade of suspected sock puppets and meat puppets It would benefit you to mention how you came across the 5 day old AfD to make your first and only edit in two months which is also your 6th ever edit Especially since it has been revealed that a banned user has been purposely recruiting people to vote in the AfD Also since your first edit and only edit in two months relates to Jason Gastrich and his program to recuit keep votes you should reveal any possible relationship you have with him Also I am curious why your first and only edit in two months is on an AfD and your only edits relate to pages that Gastrich was pushing POV on during that time Again welcome,Attacking Behavior
I am fed up with editors and administrators ignoring requests for assistance in removing personal attacks by dismissing inappropriate behaviour as that s just the way he is If Mr Steadman s ego is so fragile that he cannot participate in an online debate without getting hysterical then perhaps he shouldn t do it I want these comments removed If not then I will refer you to arbitaration for abuse of admin privileges I will refer Mr Steadman for his CIV AGF and NO PERSONAL ATTACKS to get his page deleted or improved and to have him sanctioned You keep on playing the guilt card and telling me to move on I have I have kept away from him all I want is for someone to prevent him from attacking me Please sort it,Attacking Behavior
As an outside observer I can tell you Ann had every right to revert your placement of the RfA on two points 1 it is was inappropriate unnecessary and provocative of you to place it in the first place 2 AfD is the incorrect place to take userpages Articles go to Articles for Deletion user pages sub pages etc go to MfD That person s userpage is on my watchlist and I will also revert placement of tags on it Please just let it be Also please don t make silly Arbitration threats it just diminishes your credibility,Attacking Behavior
